행 레이블,평균 : 당월_매출_금액,평균 : 총_유동인구_수,평균 : 월_평균_소득_금액,평균 : 지출_총금액,상권_변화_지표
1000498,1109718264,6205264.25,3217397,10461069644,LL
1000499,1193320921,5811966.167,3356574,9772913392,LL
1000500,1401976919,5751687.583,3352213,9119334473,LL
1000501,809924235.4,6679497.417,3535814,11512456938,LL
1000502,661656635.6,5083368.5,3554669,10512280220,LH
1000503,911230312.2,5417268.333,4044069,9711454042,LL
1000504,1121426332,5463936.917,4343936,7120630595,LL
1000505,1422705023,5594481.667,5016848,7471552051,LL
1000506,246233289.7,6598961.833,3483716,9999332988,HH
1000507,238489460.4,2330449.917,2431702,4809731704,HL
1000508,612903851.9,5676645.417,2925171,10513764885,LL
1000509,342905637.4,3246479.75,2835566,7630458419,HL
1000510,730498500.8,4561645.667,2936340,10165324926,LL
1000511,647963551.8,4505353.833,2664910,10930040650,HL
1000512,585817434.1,3735106.583,2795531,9349380683,LH
1000513,354675673,3103990.833,2653081,6833520558,HL
1000514,315702956.2,3061268.667,2782314,6794706522,LL
1000515,406861314.2,3348676,2823174,7309579626,HL
1000516,566471249.4,3063189.917,3180844,6310906154,LH
1000517,250973826,1548826.667,3757256,3164121005,LH
1000518,272608226.7,1888990.667,3378219,5134694765,LL
1000519,1646273100,4833910.917,5385891,9739183373,LL
1000520,545824360.8,1854238.75,5461120,6029730528,LL
1000521,1213943913,5403974.667,3608441,7394951156,LL
1000522,1008751825,4929945.25,4232881,7989460952,LL
1000523,542810130.5,6020468.167,3329453,10049517993,LL
1000524,115794794.3,722529.6667,5190668,2625486810,HH
1000525,511379384.6,5375046.75,4028850,9905966205,LL
1000526,471323776.4,7249667.667,3605559,10756598656,LH
1000527,648917252,4013336.333,4702393,9052233918,LL
1000528,722479797.6,4654809.417,4368889,8531048393,LL
1000529,1062160861,5800879.167,4413693,11653188829,LL
1000530,927376007.5,3405252.25,5030681,7280666580,LL
1000531,839816308.2,3873104.75,4816283,9278479146,LL
1000532,615686566.7,3033014.25,5091024,8013827593,LL
1000533,1201004733,4981069.417,4778830,10212927925,LL
1000534,732685710.4,5398112.583,3051196,8145503695,LL
1000535,621688228.5,4111083.333,3278410,7776968614,LH
1000536,508107142.1,6168399.417,2889126,9328380660,LL
1000537,937436764.8,6442345.583,3219613,10392174143,LL
1000538,404605155.8,5040654.083,3061008,8212665141,LL
1000539,475721511.4,5697546.583,3078789,8623287498,LL
1000540,747091221.4,3457676.667,3614007,6076585244,LL
1000541,890378157.2,5532556.667,3339918,8324708176,HL
1000542,429082891.4,3259955.917,3544381,7510426599,HH
1000543,488823859.7,2919066.75,3737124,5894078104,HL
1000544,925871532.8,2983243.833,3834372,6295428581,HL
1000545,796834724.9,4979365.917,3305755,9094814616,HH
1000546,678018689.6,4450488,3331052,8241852774,HH
1000547,539421122,5681467.75,3056829,9618880447,HH
1000548,554328022.5,5418088.5,3005087,7964272402,HH
1000549,320188826.7,2174201.5,2727571,5485438347,HL
1000550,259893113.7,1597197,3255036,5084160385,HL
1000551,476212151.1,2324616.583,2575486,6254814484,LH
1000552,778610420.4,7029937.583,2920894,17456760912,HL
1000553,471822243.3,5952214.917,2787472,14495370234,LL
1000554,1374809583,13342322.33,2814896,20593340589,LL
1000555,739133303.3,6870998.667,2864948,14343808522,LL
1000556,649831077.1,8786788.583,2893761,19389940776,LL
1000557,1024808532,7311577.417,2753827,12729167202,LL
1000558,844259745.7,5285558.667,2760262,10513349629,LL
1000559,957533214.9,3434256.5,4491672,6460444882,LL
1000560,1047253312,4836700.5,4287389,11125188350,LL
1000561,792005592.4,4929360.417,3335974,9733368113,LL
1000562,727410874.7,4447263.417,3721534,8543882170,LL
1000563,885709620.8,11127544.75,2832051,11497438811,LL
1000564,812857387.5,8998124.167,2770185,12163384486,LL
1000565,448695321.6,5512144.75,2863223,11584445165,HL
1000566,893705423,9713042.75,2830993,12675086567,LL
1000567,496641632.9,4270747.167,2999226,9709805041,HH
1000568,571218054.6,3346008.583,2944609,6322655663,HH
1000569,1000102103,8810090.917,2740966,12285999515,LL
1000570,401564267.9,6415247.917,2736871,15282712729,LL
1000571,349644621.4,5000436.25,2833699,11691716519,LL
1000572,398953611.2,4322209.333,2840925,11353787752,LH
1000573,1211455787,4550089.917,3740572,8105969884,LL
1000574,1204710862,2071757.75,4926127,3682667297,LL
1000575,1005515692,2660320.5,3786450,5058702411,LL
1000576,1269596808,3184440.917,3647287,7593635248,LH
1000577,903140596.9,4561230.583,3840603,9895934531,LH
1000578,1169443543,5844921.833,4365810,10496197177,HH
1000579,1019907536,4562002.083,4057220,9166383581,LL
1000580,538766952.8,3250073.25,3001896,5630484690,LL
1000581,887876704.5,5341753.417,2953535,9751273443,HL
1000582,855778937.1,7617701.167,2697339,14850324905,LL
1000583,723435682.7,2879669.417,2876930,5303985117,LL
1000584,632926540.7,4883097.833,3044295,10485157463,LL
1000585,345343568.8,3385871.417,4241404,6677933517,HL
1000586,727407290.1,3671879,3135380,7232456389,HH
1000587,832802465.7,3238428.25,3212865,8107496458,LL
1000588,1072227642,4963553.083,3310710,9891244819,HL
1000589,591361664.1,2916529.417,3083943,7726529007,LH
1000590,4371704870,1672293.667,3120504,3392932378,LL
1000591,941156589.9,4287144.75,3050128,10169072523,LL
1000592,894336967.9,4128227.417,3335019,9736925294,HL
1000593,895404489.9,4283681.5,3340964,9742415910,LL
1000594,400780134.5,1772280.833,3569754,5475309202,LL
1000595,993982570.2,1127233.417,4087934,3119487000,HH
1000596,443563585.6,4414737.083,4340846,8789863328,LH
1000597,698494162.5,4767145.75,4349386,8576174723,HH
1000598,546040570.2,3969777.5,3749417,8955643059,LL
1000599,540445023.7,7623283.833,2749833,11970389104,HL
1000600,563753967.2,4788168.75,2736030,10667057052,HL
1000601,231039952,6262702.167,2630322,13072519631,HH
1000602,540439017.5,4302990.167,3012591,10389087720,HH
1000603,397806463.5,4279196.083,3116662,11049168866,LL
1000604,554346375.7,5669544.583,2765144,12777046198,LL
1000605,1433101853,6251253.083,2959253,12783920908,LL
1000606,648568172.1,4575086.5,2930501,9039612369,LL
1000607,771764397.2,2839530.917,4023707,6352453919,LH
1000608,1363821586,3939742.25,3814756,8012695896,LL
1000609,666941704.7,3521616.417,2978613,10197570502,LH
1000610,493372113,3475361.833,2760750,11197766980,LL
1000611,785900644.2,3915032.833,2912737,11625080708,HH
1000612,315622041.6,1690274.917,3177923,5116052101,HL
1000613,758928273.5,2938675.667,3791407,8958721604,LH
1000614,1026102578,2796310.417,3796457,7445097506,HH
1000615,809848778.3,2982167.917,3694641,7899152878,LH
1000616,421689836.5,2419445.083,3155139,7125413132,HL
1000617,598240911.5,2992699.333,3083339,7450205211,LH
1000618,621911456.1,3027395.917,3246636,6103128867,LL
1000619,981633854.8,3578689.667,3221509,7957257135,LL
1000620,598306261.6,3307969.667,3262702,4596024232,LL
1000621,321346789.8,3837856.25,3248934,7494890752,HL
1000622,557004318,4478598.667,3217994,7327811172,LH
1000623,552040719.3,4136644.25,3212805,7003887740,LH
1000624,815703944.5,3389277.333,3275788,6768807453,HL
1000625,1081748121,3796438.5,3610932,7671042752,HH
1000626,1551515847,3428765.417,2511342,6232168656,LL
1000627,1227327054,4361119.083,2944839,8210886939,LL
1000628,622600725.9,4243165.5,2785803,5772093508,LL
1000629,623575374.9,3703355.583,3150787,5588536300,HH
1000630,385678919.4,4608776.25,3219451,8313780017,HL
1000631,1455023343,5332439.667,2511798,9737182284,HH
1000632,1071325830,8236816.25,2916703,14029634645,HL
1000633,671502741,3445182.5,2935421,6965069075,HL
1000634,799170202,5122330.25,3252604,12010788027,HL
1000635,587196986.6,3793496,3459457,6641642819,HL
1000636,1160790228,2126447.333,4067100,4236478336,HH
1000637,757209653.9,5037895.167,3303045,9235454308,HH
1000638,941355776.2,5700594.5,3263169,9985923709,HL
1000639,636983895,2365478.833,3653521,6072423535,HH
1000640,431961710.8,5598899.583,3459563,9816644188,LL
1000641,1572778114,5527756.5,3034690,8747765637,HH
1000642,1550015520,4572352.5,3074325,7049328076,LH
1000643,2098640124,3789673.75,2789087,6855398313,LL
1000644,2277575927,4077165.167,2949264,6089946397,LL
1000645,250254606,2084176.083,2777955,4695234783,LL
1000646,232127799.9,2034973.25,2746098,3793000899,HH
1000647,192512430.9,843080.9167,3517835,2853204622,HH
1000648,998032737.2,3024075.583,3690959,7364903364,LL
1000649,218636121.5,2093526.25,4340487,5142330733,HH
1000650,897097367.2,3600621.167,3023920,7054114076,LL
1000651,929215234.9,4217902.417,2881492,6374192931,LH
1000652,268036902.7,3104605.25,3806968,5393446616,LL
1000653,558603251.8,2304315.167,3623980,4698799372,HL
1000654,1973236112,2090224.333,2910628,5993371229,HH
1000655,1042444565,2940062.417,2920284,8159186507,HL
1000656,957909298.7,3320362.167,2767559,5617652194,LL
1000657,138850979.7,593872.5833,3545931,1812112959,LH
1000658,623191527.4,2805060,2867249,7099025324,LL
1000659,732723835,3408634.083,2925179,8352591199,LL
1000660,900956715,4577683.417,3477428,10500457520,HL
1000661,535160276.3,3784014.667,2778681,7807111444,LL
1000662,177833534.6,2168342.583,3016388,4682517244,LL
1000663,527679602.9,3538046.75,2386179,7457190755,HH
1000664,677100484.2,4538925.5,2571120,8863253920,LH
1000665,508265558.6,4769903.167,2583028,8889374429,HH
1000666,510330174.6,3353207,2583666,6634788195,LL
1000667,787557014.3,4640370.833,3486879,10027994016,HL
1000668,1793409891,2199442.333,2981003,5193790559,HH
1000669,5341002997,1919218.167,2778018,4405547983,HH
1000670,5327397880,2307745.583,2654266,4769772449,LH
1000671,1719793664,4175813.833,2705380,7288853015,LL
1000672,934761878.5,2516891.333,2747623,6264045182,HL
1000673,847544706.9,3167790.25,2802745,8881351195,LL
1000674,655488997.8,4431770.417,2827243,10410160621,HL
1000675,552942171.2,2992948.25,2946148,8350254805,HL
1000676,419523965.7,1572662.667,2700550,4006820436,HH
1000677,281787834.8,1408866.833,2821117,3881513070,HH
1000678,1261229373,4132871.75,2664360,8907223564,LL
1000679,834862256.6,1846098.75,3103995,4015621074,LL
1000680,1156967584,4675230.417,2943165,10445846622,HH
1000681,757132612.4,4400202.5,2582344,10512428061,HH
1000682,4980779581,4128632.75,2453571,9642857444,HL
1000683,655156328.9,4785788.583,3306110,6201012301,LL
1000684,1874667853,2608104.75,4109440,3684161696,LH
1000685,1703610631,2577966.667,3893317,2663224821,HH
1000686,2323649148,2397994.417,4223985,3011895247,HL
1000687,1638446730,3145369.25,3338513,5827439048,HH
1000688,822883769.6,3621522.75,3934612,4485751442,LH
1000689,954720904.5,4673553.25,4281256,7506194923,LL
1000690,612911774,4008188,4420210,7773636543,LH
1000691,1289842312,2956196.417,4647744,6453227272,HL
1000692,714622820.1,6054525.917,3366946,7872409362,LL
1000693,1330977293,6147673.333,3173252,8370394821,LL
1000694,1970077163,4250255.917,3112479,7279439770,HL
1000695,3105754289,4027766,2891946,6237167753,HL
1000696,3334028593,3495802.75,3349859,6559136982,HH
1000697,549033281,3179360.333,3379181,5548728159,HL
1000698,808045602.3,5346911.167,3368092,9024851959,HH
1000699,454606086.8,5368916.417,3884791,9818861350,LH
1000700,899874214.3,2385200.25,4246174,4865468491,HH
1000701,1587960443,4161353,3009610,6258594227,HH
1000702,1480106314,5254225.917,3289275,8410567221,LL
1000703,918033327.8,4762316,3599234,8635845642,LH
1000704,396523666.5,5422942,3159576,9636912976,HL
1000705,488015689.8,4947406.833,3473953,5962811532,HH
1000706,546154165.2,5349678.5,3321833,6381255342,HH
1000707,943707374.8,6144878.917,3197907,9391271349,LL
1000708,1165644845,6222192.5,2820217,7957128587,LL
1000709,526671201.7,5132558.583,3480589,7391652074,HH
1000710,928521626.2,2310414,3523564,4581132948,HH
1000711,1219796692,3157880.417,3504618,5227375146,HH
1000712,889201182.7,2396353,3664515,4936725660,LL
1000713,1008464261,2982663,3556077,4938156779,LH
1000714,564398995.6,4610748.917,3449300,6915653153,HL
1000715,519582179.1,5826940.25,3140614,6535172083,HH
1000716,460103890.5,6922967.25,3476922,8268267265,HH
1000717,433773762.1,4731595.917,3721792,6484229116,HH
1000718,624011999.9,5983076.833,3168688,6827734696,HL
1000719,920772181.6,3157154,3805293,6351295039,LL
1000720,532767828.6,1738252,3862150,3911140623,LL
1000721,1593567270,1335659.25,3979457,3342105141,LH
1000722,720457123.7,4131351.917,3303092,4763334226,HH
1000723,337042614.4,2415069.75,3524119,3653667262,HL
1000724,422485608.7,4637743.583,3829375,9014763175,LH
1000725,590347417.1,2648218.75,3849397,4032983152,HH
1000726,1615847911,3660259,3571734,7396598126,LL
1000727,2573553842,4346912.75,3535307,8210398868,HL
1000728,3460766130,3958894.833,3527808,6783873144,HH
1000729,821487071.7,4186330.5,3431315,6016822556,HH
1000730,740009155.7,5079324.25,3426233,6184181072,LL
1000731,689895621.4,5170701.417,3430571,6409428689,HH
1000732,668145564.8,6070117.5,2602644,7932816994,LH
1000733,1313487713,5770542.25,3422091,10584414687,HL
1000734,1086781891,4680812.667,3308099,8675011686,LL
1000735,709106937.3,6610910.667,3394597,12289360509,LH
1000736,385741090.7,4801029.167,3361540,8463486168,HH
1000737,639554260.9,2934956.833,3915219,8779818872,LL
1000738,1146326149,3298121.833,3901931,8335243496,LL
1000739,1146580772,5084533.833,4230188,8789580244,HL
1000740,1362931623,4698374.167,4430521,7915110466,HH
1000741,1740740003,6651133.333,4660936,9729001821,HL
1000742,810247987.5,5151389.083,4721785,8765407903,LH
1000743,1237968318,7754500.583,3354656,9425698937,LL
1000744,7025993625,3093459.833,4043377,6556191087,HL
1000745,877717411.6,4573998.25,4219924,5942492950,LH
1000746,675992719.7,6485450.5,3852056,10474966082,LH
1000747,715680414.7,5370900.667,3676042,8095854592,LL
1000748,707872754.9,6513226.5,3439211,11381947394,LH
1000749,583754979.3,5638863.833,3131103,9949898404,HH
1000750,411474148.3,3094594.583,4807317,9107778546,HH
1000751,500468028.6,2725166.167,4553953,7735913520,HH
1000752,846661823.9,5438496.833,3335113,8434393041,LL
1000753,1674315515,5122700.167,3989269,7108023142,HL
1000754,180580836.9,2453970.25,4125080,5128535778,LL
1000755,1004505935,4120832.167,4361226,5876768482,LL
1000756,534407965.9,5610148.583,3729035,9358390341,HL
1000757,1116075100,5610427.833,3444382,10512117820,LL
1000758,752831948.5,4269903.25,4401381,8183578908,HH
1000759,889822559.1,4424306.083,4232604,8842144394,LL
1000760,418516748.9,4135304.917,4084439,6828103014,LH
1000761,810423813.1,5614691.417,4608573,11034832880,LH
1000762,446973904.1,4050559.333,4507873,6095635702,HH
1000763,839316191.7,2761808.167,4770225,3770615061,LH
1000764,909052257.8,2416258.583,4242042,2613595661,HH
1000765,868994029.7,3836159,4301790,3722158123,HH
1000766,1155319734,4344757.083,3217522,8587858187,HL
1000767,1029210479,5161672.917,3894688,11023011333,LH
1000768,860826869.4,3565401.25,4021591,8742387032,HL
1000769,219271414,3427714.667,3813009,7186047567,LL
1000770,763489923.4,3423650.417,3271064,7248691054,LL
1000771,471814562,2595981.917,3385185,5917851105,LL
1000772,928389646.4,4741536,3518473,9731143337,LL
1000773,1034396475,3730509.75,3262597,8355790109,HL
1000774,544365210.1,2936126,4198808,6304436477,LH
1000775,751936745.9,4720446,4036136,8368881064,HH
1000776,518978830.9,5083511.833,3274087,7887610155,HH
1000777,7201228338,5029936.667,2755490,6561678176,HH
1000778,812084240.7,2711778.083,3850614,4415750527,LH
1000779,819217792.7,2694751.833,3768063,4096383255,LL
1000780,956007077.9,5496714.667,3254465,7565358393,LH
1000781,2573498916,7321350.417,3161609,8726998363,LL
1000782,609550628.9,4812043.333,3589877,7945567767,HH
1000783,611396297.2,4847441.583,3886323,9067041898,LL
1000784,355892754.4,6648367.167,2841065,10958120204,LH
1000785,1097612441,6830330.083,3417679,11156485421,LH
1000786,487159695,3694029.417,3355543,9452241935,HL
1000787,557961388,5729386.25,3454895,10826560281,HL
1000788,1018582499,5791450.167,3354591,9897848271,LH
1000789,180605103.6,2825058.667,3025118,6273910827,HH
1000790,353575055,3789777.417,3050371,7339853451,HH
1000791,559897794,4876066.583,2917588,8368393038,HH
1000792,533266854,5287770,2951290,6817865418,LL
1000793,539463132.8,5679513.583,2905001,9138182754,LL
1000794,264601713.6,1348394.667,3395917,4331104021,LL
1000795,626266265.4,4079472.75,3474212,8055346542,HL
1000796,882156453.9,5342249.25,2918045,8445224430,LL
1000797,620065300.3,5615997.5,2763542,9564502212,LL
1000798,813842732.8,6432846.167,2871173,8969193617,HL
1000799,857470163.7,4405147.583,3181509,6703000444,LL
1000800,707631949.2,4445628.583,3465140,9236506183,HL
1000801,663886615.8,7857566.167,3510850,10161212462,HH
1000802,1093301218,6658085.417,3786070,6887309292,HH
1000803,541097072.7,6249662.833,3732768,7053918899,LL
1000804,967821554.8,4397141.333,3367355,10114343131,LH
1000805,409433694.6,4821939.333,3127419,7142426871,HH
1000806,780191549.6,6495699.333,3201334,8482568686,LL
1000807,613195171,4794884.833,3051794,8315079373,HH
1000808,476473826.7,5536650.833,2563734,8915215358,HH
1000809,561439000.2,5129237.25,2691335,8312146900,HL
1000810,347201101.8,5271102.667,3101426,11502334928,LL
1000811,605246136,5440591.75,3058669,11917249274,LL
1000812,1132898842,7394466.917,3640750,11779665694,LL
1000813,465427645,4439895.5,2778838,9300382664,LH
1000814,767434364.6,4823007.917,3963077,6261823116,LH
1000815,1453407788,9167366.583,2584714,11911424614,LL
1000816,723526054,5885632.083,3374957,9325908678,LL
1000817,900357113.5,6364557.75,3163588,10733150760,HH
1000818,243415034.7,4325347.167,2529260,8812295155,LH
1000819,310775608.5,3963349.667,2792336,7613127477,HH
1000820,1713322336,6684083.75,2557806,9592764048,LL
1000821,1881500624,9283225.583,2736756,8695303044,LL
1000822,327364914.2,4277705.5,2944501,6156187302,LH
1000823,1123709051,7909081.083,2863368,9201004699,LL
1000824,2417808045,7931077.083,2829783,10319121981,LL
1000825,514633320.7,4092622.167,3660643,9763730523,LL
1000826,509353858.2,4393832.083,3494636,10746043699,HH
1000827,826150905.9,6165819.5,3412908,9144574954,LL
1000828,600496351,5344102.583,3429790,7685794624,LL
1000829,1879563887,6140221,2858556,9841763503,HL
1000830,619516654.2,4769727.167,2956699,6971920213,HL
1000831,943792980.7,5334580.917,3414962,10753691505,HL
1000832,1417216505,8839402.417,3178384,13380858550,LL
1000833,814377520.9,6484665.167,3327774,8792098570,LL
1000834,1205720346,7693709.833,3153715,10585881852,LL
1000835,306985373.2,5696039.75,4133369,11968865785,LH
1000836,2390453522,7920045.833,3329448,8989632047,LL
1000837,1010937733,8300040.083,3392505,11904278499,LL
1000838,831462764.5,8262940.333,2725489,9782109019,LH
1000839,1087814691,8642208.5,2571832,10677273387,LL
1000840,559834080.1,3509164.583,3434495,6143896990,HH
1000841,553829313.5,3981933.583,2829041,5235601929,HH
1000842,213212748.8,3065019.167,2606532,5850687664,HH
1000843,383691201.2,6174448.167,2943903,9820728595,HH
1000844,771524545.1,1309665.5,4556819,3028308460,HH
1000845,1548775549,3570251.667,4819617,6096951573,HL
1000846,1011618812,3063992.333,3503637,5624602991,LL
1000847,1921343715,2712900.833,6135510,8416310971,LL
1000848,1087110153,3423197.333,5582223,5873861511,HH
1000849,2522633402,3276593.167,5583292,6143418092,HL
1000850,2159213129,2873259.75,5600471,4959090140,HL
1000851,759476635.7,3231076.833,3476567,8186602074,HL
1000852,2243024321,2829834.75,3790997,6256483039,HH
1000853,1478709480,6205223.167,4719182,11267328200,HL
1000854,758933879.3,4795463.333,5149189,9228485445,HH
1000855,956994380,3042549.167,5310997,6143582919,LL
1000856,622245309.5,2910698,3472559,7456560558,HH
1000857,1687132232,3456122.583,3361275,8880371201,HL
1000858,1007842352,4095241,4617605,6154956693,LL
1000859,1138092333,2411291.167,3525605,4020494404,HL
1000860,1607922220,3394575.667,3884933,6684851671,HL
1000861,746550991.2,2743774.667,5434068,4769540076,HL
1000862,1224803091,3539491.583,5175072,7211693042,LH
1000863,797520234.7,4697207.833,4982997,9526155351,HL
1000864,555273832.7,3446454.5,5759431,7906044939,LL
1000865,1701083065,4822752.083,5946917,6038597345,LL
1000866,959416449.6,3160416.25,5502231,5940584616,LL
1000867,940145135.2,2034667.917,5262898,4699555069,HH
1000868,2290787517,5245880.083,2886591,8420279067,LL
1000869,1068976906,4146798.083,4176099,9453470913,HH
1000870,1184708394,4240881.917,4603302,8887178993,HH
1000871,1135583692,4927083.417,5172529,9627591414,HH
1000872,1018492499,5140224.667,4481103,10372001017,LH
1000873,936558415.4,3757747.25,6135515,8328101942,HH
1000874,485455792.4,3630287.5,3893389,13258023100,HH
1000875,1370171697,4544472.583,4878187,9921034638,HL
1000876,1361405987,2626591.583,3397113,6826272695,HL
1000877,1733470826,5015683.667,3840804,11396971390,LL
1000878,1424713149,5466516.083,3624321,11786460195,LL
1000879,1192805630,4914449.917,4312575,8018291315,LL
1000880,1306022882,3921163.583,4296136,10534261564,LL
1000881,1554417647,4195359.5,4738747,8877812758,LL
1000882,782223228.7,2125579.5,5767542,4879243887,HH
1000883,811858494.4,3418362.333,5258139,6851622359,LL
1000884,776223779.9,4802224.75,4789040,8546434373,LL
1000885,2770149909,4572363.833,4984142,10519386033,HL
1000886,1449359927,4986169.25,3162668,8454555132,LL
1000887,2767556859,4442371.917,3945907,7581673803,LH
1000888,3158331108,3483039.333,4249247,4049312626,HL
1000889,2193407566,2958422.167,3437496,7225871787,HL
1000890,1961862548,3657830.667,3424850,6675976307,HL
1000891,955443824.5,2708610.833,3486529,5376648528,HL
1000892,423481638,530108.6667,4766367,3213227908,HL
1000893,1180967106,4082868.583,5504436,10101380459,LL
1000894,1642771913,4097824.917,3738013,5681759221,LL
1000895,1106428043,3282049.417,3420943,6437271136,HL
1000896,1896600560,6141022.25,3350504,9478711670,LL
1000897,1856985561,3893964.417,3178957,7573194276,LL
1000898,2414644746,3866086.667,3766914,5611010570,LH
1000899,2537394686,3640236.667,3833784,4302750537,LL
1000900,2494291872,2959838.167,4316526,7903674998,HL
1000901,1398152568,2908223.583,5153134,6225804987,LL
1000902,1315371451,4563508.167,5014770,9475637182,HL
1000903,639146532.8,2043604.083,3544612,5469423728,HL
1000904,1120816941,5834180.833,5830787,12442048602,HL
1000905,2484085958,3833276.417,3779810,4408325047,LL
1000906,2999339234,3724171.25,3783428,4107423885,LL
1000907,1757077651,2769946.333,4017851,4046472528,LL
1000908,1850476423,2447211.917,3943473,3670044053,LL
1000909,2220810167,4433704.75,4544963,4054525787,LH
1000910,3357986918,2747089.583,6049973,4583331523,LL
1000911,1526440471,2745646.25,5810995,4819829744,LL
1000912,626644977.8,2344229.25,5708207,7394288288,LH
1000913,1908161612,5770237.25,4233267,7592007333,LL
1000914,1750163515,5901811.5,4635403,9231320995,LL
1000915,1168499356,3861248.667,5316141,6760706302,LL
1000916,1324515877,3636416.5,4269105,6708910943,LL
1000917,1080939127,3813418.667,5687329,10664340320,LL
1000918,2064529445,3798715.25,5090194,5758962901,LL
1000919,2543491993,4915209.25,7042637,8681485614,LL
1000920,3037080451,5997671.167,6316172,11019527869,LL
1000921,2789136589,4063309.417,5639361,9385723524,LL
1000922,2679525316,6491483.167,4718070,12306021654,LL
1000923,2901651783,7035391.417,4608289,10333473363,LL
1000924,1638225445,5154405.417,4976923,6918833948,LL
1000925,1543867135,6463830.167,5524775,10177336402,LH
1000926,1576308810,4879164.75,4621956,4642556432,LL
1000927,3234059412,4129592.083,5054057,5668445677,LL
1000928,235786686.5,904623.0833,3830206,3974748392,HH
1000929,2420342763,3624966.333,5250086,5925506161,LL
1000930,2102543146,6450499.333,5075985,10415381195,LL
1000931,1428416678,2040623.25,5402626,5274709704,HH
1000932,2622326093,4501019.917,5704851,8611291167,LL
1000933,631146931.6,3932811.083,3724117,9078473309,HH
1000934,1115709013,3689494,4027409,8525655093,LL
1000935,4977330338,2746628.667,4461173,2532378325,LL
1000936,1671053271,3528518.167,4647504,4589956347,LL
1000937,1579856819,6106806.5,5406173,8686684222,LL
1000938,2629954010,4505320.833,3412610,8989990281,LL
1000939,1596388511,3835655.417,5770099,8941792180,HH
1000940,1440314920,5446002.75,2904009,7931857741,HH
1000941,1094908575,5168338.417,4510547,8901944928,LL
1000942,1387198477,4880839.25,2921896,9793682402,HL
1000943,1533196208,5703630.25,5256506,13260991615,LL
1000944,1017526684,4163048.333,3356418,13095617241,LL
1000945,1659882226,6933846.417,4149768,15936112026,LL
1000946,1297533928,4225079,2644744,13846839067,LL
1000947,1176124064,5595576.167,3216050,13696001023,LL
1000948,1139194461,4906133.583,3297368,13844343891,LL
1000949,962254217.7,4422054.5,3594587,9107376663,LL
1000950,1308063664,4468625.75,3791231,9834942583,LL
1000951,1541663094,5982752.5,3601441,13346750043,LL
1000952,1099985073,5094669.417,4333567,12500882458,LL
1000953,1102008102,5556936.333,3430372,12578849636,LL
1000954,2473725092,8173840.75,4936943,20809942343,LL
1000955,1147935902,4804825.583,4512624,12049838231,LL
1000956,1283714494,5881164.417,4199160,11800418853,LL
1000957,1495095314,4429922.25,3784729,7971208859,HL
1000958,7685526013,4378100.167,4140165,8997252074,LL
1000959,7532415429,3486631.25,4089017,8597735406,LL
1000960,1165803752,5350426.667,3955228,9660828284,HL
1000961,1221433017,3704817.5,5213993,7603222567,LL
1000962,1258344535,3301111,5196517,9382836459,LL
1000963,2256209006,6774616.25,3285853,13354565674,LL
1000964,462634389.6,4262782.583,4243876,8196333047,LL
1000965,885873411.9,5409374.417,4622315,10668161363,LL
1000966,909648767.2,6643081.75,3146422,7174480902,HL
1000967,978405790.4,4109559.667,3513617,7396047275,LL
1000968,1017080185,5741648.5,3641720,11380601573,LL
1000969,241703236.6,2231039.167,3791155,6026655522,LH
1000970,341707152,1612554.5,4905901,4593851527,LL
1000971,583483098.8,8388915.083,2935188,12241021835,LL
1000972,762668124.3,10792763.67,3013525,12092053271,LL
1000973,482700823.5,13242954.33,2890971,13786844469,HH
1000974,247984702.2,1128285.5,4835718,4873829211,LL
1000975,162493531,781871.5833,2776607,2412176955,HH
1000976,353151750.2,1540819.583,4759381,5142709228,LL
1000977,669936638.4,6431080.5,3764052,10195063387,LL
1000978,1143908661,6685249,3028694,10509049407,LL
1000979,1105618427,5396490.083,3349872,10366093691,LL
1000980,1089476874,6059121.167,3420419,9473669441,LL
1000981,1031733274,5098168.75,3851060,10081634211,HL
1000982,525991580.6,1323141.5,3192816,3592107793,LL
1000983,854497550.6,8721562.417,3946035,9539139883,LL
1000984,886751905.1,4585495.417,3956669,7404804804,HL
1000985,444591373.1,10469450.5,3747864,16320049045,LL
1000986,1289515864,9968386.417,3364093,13039776982,LL
1000987,1149111419,5575767.25,3096952,8234786054,LL
1000988,702009555.5,7912902.083,3273773,11932479495,LL
1000989,1114560907,10197249.92,3172079,11792179893,LL
1000990,1114729274,6907725.667,3422964,10030695252,LL
1000991,949254634.5,9079373.75,3606842,11767761881,HL
1000992,775336859.5,6291962.25,3948824,10473554913,HL
1000993,918964146,3753349.167,4266034,6346117465,LL
1000994,1644555898,5107440.75,3519250,6144800930,LL
1000995,1412523799,5102497.417,3327925,7677375325,HH
1000996,1391955892,4028259.917,3401486,6698358455,HH
1000997,1297878110,4333288.5,2920340,7869956940,HL
1000998,1154385072,7761977.417,2992993,12626911602,LL
1000999,1171564859,10814534.58,3314978,15164282003,LL
1001000,1398699728,6274412.417,3082323,8633994725,LL
1001001,854990174.8,10204443.58,2960855,12525005939,LL
1001002,846010748.1,8392308.583,3339688,11855466257,LL
1001003,1326849753,10125685.08,3572569,11269320105,LL
1001004,1047094723,10996742.33,3510871,13894264401,LL
1001005,1170914880,6742940.417,3524359,9627552630,HL
1001006,442226024.8,5845555.583,3667573,9677203365,LH
